service_group,facility_name,canonical_name,category,district,region,address,phone,age_note,age_bucket,capacity_note,label,reservation_required,reservation_mode,reservation_host,reservation_url,guide_url,notice_url,experience_url,directions_url,source_bucket,priority_score,priority_reasons,official_domain,price_note,status_note,evidence_note
서울형키즈카페,서울형 키즈카페 도봉구 도봉2동2호점(HOLA(올라) PLAY GROUND),서울형 키즈카페 도봉구 도봉2동2호점(HOLA(올라) PLAY GROUND),일반형 키즈카페,도봉구,도봉구,"서울특별시 도봉구 도봉로180나길 19 1층, (도봉동, 힐스테이트 도봉역 웰가)",02-6952-6723,3 ~ 8세 (연나이 기준),0-9,개인 22 명 단체 22 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB241102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DB241102&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DB241102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DB241102&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,3,서울시 포털 내부 예약 링크,umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,"서울형 키즈카페 도봉구 방학1동2호점(오밀조밀숲, 놀다람)","서울형 키즈카페 도봉구 방학1동2호점(오밀조밀숲, 놀다람)",일반형 키즈카페,도봉구,도봉구,"서울특별시 도봉구 도당로 70  (방학동, 쏘네하임 103동 1층)",02-955-3341,0 ~ 4세 (연나이 기준),0-6,개인 12 명 단체 12 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB250401&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB250401&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DB250401&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DB250401&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DB250401&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 도봉구 방학1동점1호점(오르봉내리봉),서울형 키즈카페 도봉구 방학1동점1호점(오르봉내리봉),일반형 키즈카페,도봉구,도봉구,"서울특별시 도봉구 마들로 656 도봉구청사, 지하1층 (방학동)",070-4190-8922,2 ~ 7세 (연나이 기준),0-9,개인 31 명 단체 31 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DB231201&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DB231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DB231201&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,5,"서울시 포털 내부 예약 링크, 영유아 포함, 정원 비교적 큼",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 도봉구 창1동점(숲속유람선 뚜뚜),서울형 키즈카페 도봉구 창1동점(숲속유람선 뚜뚜),일반형 키즈카페,도봉구,도봉구,서울특별시 도봉구 해등로4길 38 초안산생태공원 내 위치 (창동),02-994-7456,0 ~ 4세 (연나이 기준),0-6,개인 16 명 단체 16 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB231202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DB231202&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DB231202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DB231202&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동대문구 회기동점,서울형 키즈카페 동대문구 회기동점,일반형 키즈카페,동대문구,동대문구,서울특별시 동대문구 회기로18길 8 (1층) (회기동),02-964-0691,1 ~ 6세 (연나이 기준),0-6,개인 19 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DM250102&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DM250102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DM250102&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형키즈카페 동대문구 제기동점,서울형키즈카페 동대문구 제기동점,일반형 키즈카페,동대문구,동대문구,서울특별시 동대문구 약령시로7길 19 동대문구육아종합지원센터 제기점 2층,070-4922-0421,0 ~ 6세 (연나이 기준),0-6,개인 12 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250301&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250301&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DM250301&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DM250301&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DM250301&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동대문구 답십리1동점,서울형 키즈카페 동대문구 답십리1동점,일반형 키즈카페,동대문구,동대문구,"서울특별시 동대문구 답십리로 130 309동 커뮤니티센터 내 (답십리동, 래미안위브)",02-6404-5784,2 ~ 5세 (연나이 기준),0-6,개인 14 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250103&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250103&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DM250103&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DM250103&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DM250103&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동대문구 새샘공원점,서울형 키즈카페 동대문구 새샘공원점,일반형 키즈카페,동대문구,동대문구,서울특별시 동대문구 사가정로2길 99  (답십리동) 서울형키즈카페 새샘공원점_답십리초등학교 후문 옆 새샘근린공원 내 두번째 건물,02-3390-4578,3 ~ 8세 (연나이 기준),0-9,개인 23 명 단체 23 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250901&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250901&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DM250901&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DM250901&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DM250901&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,3,서울시 포털 내부 예약 링크,umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형키즈카페 동대문구 장안1동점,서울형키즈카페 동대문구 장안1동점,일반형 키즈카페,동대문구,동대문구,서울특별시 동대문구 답십리로66길 3 서울형 키즈카페 장안1동점 (장안동),02-2212-0833,0 ~ 6세 (연나이 기준),0-6,개인 12 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250304&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250304&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DM250304&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DM250304&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DM250304&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 사당1동점(동작키즈카페),서울형 키즈카페 동작구 사당1동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 남부순환로 2081 3층 (사당어르신복지관) (사당동),02-583-4569,0 ~ 6세 (연나이 기준),0-6,개인 15 명 단체 15 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ260201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ260201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ260201&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ260201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ260201&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 사당2동점(동작키즈카페),서울형 키즈카페 동작구 사당2동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 동작대로29길 63-26 2층 (사당동),070-7163-1480,0 ~ 6세 (연나이 기준),0-6,개인 18 명 단체 25 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ251003&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ251003&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ251003&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ251003&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ251003&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 사당3동점(동작키즈카페),서울형 키즈카페 동작구 사당3동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 사당로23길 254 별관 지하 1층 (사당동),070-7163-1463,0 ~ 6세 (연나이 기준),0-6,개인 19 명 단체 30 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ241203&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ241203&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ241203&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ241203&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ241203&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,5,"서울시 포털 내부 예약 링크, 영유아 포함, 정원 비교적 큼",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 상도1동 1호점(동작키즈카페),서울형 키즈카페 동작구 상도1동 1호점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 상도로47아길 44-1 1층 (상도동),070-7163-1464,0 ~ 7세 (연나이 기준),0-9,개인 7 명 단체 14 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ241201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ241201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ241201&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ241201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ241201&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 상도2동점(동작키즈카페),서울형 키즈카페 동작구 상도2동점(동작키즈카페),일반형 키즈카페,동작구,동작구,"서울특별시 동작구 양녕로 220 상가동 B1 (상도동, 상도역 롯데캐슬 파크엘)",070-7163-1466,0 ~ 6세 (연나이 기준),0-6,개인 28 명 단체 28 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ241202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ241202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ241202&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ241202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ241202&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 상도3동점(동작키즈카페),서울형 키즈카페 동작구 상도3동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 상도로15가길 16 가온어린이집 3층 서울형키즈카페 (상도동),070-7163-1474,0 ~ 6세 (연나이 기준),0-6,개인 14 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ221102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ221102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ221102&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ221102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ221102&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 신대방1동점(동작키즈카페),서울형 키즈카페 동작구 신대방1동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 신대방11길 24 1층 (신대방동),02-849-9760,0 ~ 6세 (연나이 기준),0-6,개인 8 명 단체 10 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ241008&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ241008&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ241008&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ241008&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ241008&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 신대방2동점(동작키즈카페),서울형 키즈카페 동작구 신대방2동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 여의대방로24길 76 5층(신대방2동 주민센터) (신대방동),070-7163-1460,0 ~ 0세 (연나이 기준),0-3,개인 0 명,단순안내,N/unknown,,,,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ260205&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ260205&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ260205&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ260205&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,1,영유아 포함,,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 흑석동점(동작키즈카페),서울형 키즈카페 동작구 흑석동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 서달로 129 까망돌도서관 1층 (흑석동),070-7163-1468,0 ~ 6세 (연나이 기준),0-6,개인 14 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ241006&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ241006&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ241006&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ241006&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ241006&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 대방동점(동작키즈카페),서울형 키즈카페 동작구 대방동점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 여의대방로36길 11 4층 (대방동),02-823-4587,0 ~ 6세 (연나이 기준),0-6,개인 23 명 단체 30 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ230701&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ230701&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ230701&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ230701&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ230701&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,5,"서울시 포털 내부 예약 링크, 영유아 포함, 정원 비교적 큼",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 동작구 상도1동2호점(동작키즈카페),서울형 키즈카페 동작구 상도1동2호점(동작키즈카페),일반형 키즈카페,동작구,동작구,서울특별시 동작구 매봉로 1 김영삼도서관 1층 (상도1동),070-7163-1478,0 ~ 6세 (연나이 기준),0-6,개인 15 명 단체 25 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DJ241204&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DJ241204&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=DJ241204&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=DJ241204&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=DJ241204&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
